gender,region,parent_education_level,internet_access_quality,financial_stress_index,num_courses_enrolled,study_hours_per_week,sleep_hours_avg,extracurricular_count,prev_gpa,assignment_submission_rate,midterm_score,target
Male,Rural,Bachelors,Excellent,6,4,21.241881820990926,5.476383515351017,1,2.9528741189459087,52.025754841201376,59.84828153809058,At-Risk
Male,Urban,Bachelors,Average,5,5,17.1577918464299,4.913839844845442,0,2.6027565598280265,71.46787726423693,54.781933047655265,At-Risk
Female,Rural,Bachelors,Average,3,4,8.284008901615369,7.424324800051269,1,1.8739350913808142,55.27358869522523,42.20554095708918,Fail
Male,Urban,High School,Good,2,6,18.588552302739906,6.584137554651304,3,2.500426296525334,72.1878983798699,61.80480941666616,At-Risk
Male,Rural,High School,Poor,9,5,21.340677464951213,7.7476735118263065,1,2.1831703594138703,40.79571922063519,64.48678724334063,At-Risk
Female,Suburban,High School,Good,1,5,18.88833723358081,4.981512881043041,3,2.6595201915611986,63.55607723499952,65.77064588674253,At-Risk
Female,Rural,Bachelors,Average,9,3,10.541809105835348,6.464864248141325,1,2.307176635155018,54.247988010577586,67.27376399770968,At-Risk
Female,Urban,Bachelors,Good,1,3,11.340040537321013,6.727243537612146,2,2.2602692271768827,59.42658910818265,57.370343864776935,At-Risk
Male,Rural,High School,Average,7,5,12.26061992576276,3.343795395339111,0,1.414455209771662,24.067307700662884,35.46041759032438,Fail
Female,Suburban,Bachelors,Good,6,5,19.305424031019058,8.49318590643575,3,2.6848932111161052,70.90710560225969,64.78678386237495,At-Risk
Male,Urban,Masters,Excellent,7,4,17.39479929584005,5.863837232325862,2,2.657392767688243,57.58715703294191,74.29101567939685,At-Risk
Male,Rural,High School,Average,3,5,28.951458107740926,9.248742012508885,3,2.6882470494977517,64.23037624330888,68.24199802317892,At-Risk
Female,Urban,Bachelors,Average,3,6,6.795574691410586,5.960753923128786,1,2.195973924979821,68.34987856510668,49.03891066589099,At-Risk
Female,Rural,Bachelors,Average,1,4,14.737008317156675,6.218009896010573,3,2.813845483352579,78.76767475607477,73.00277393148845,Pass
Female,Urban,High School,Average,4,6,5.361223703284008,5.137131822159283,3,2.1566789650461535,55.155244923783115,50.25837644233225,At-Risk
Female,Suburban,High School,Good,2,6,17.983239523672573,8.719919096632893,0,2.4422846112558014,47.13452240743369,56.95640591344301,At-Risk
Female,Suburban,Bachelors,Good,10,6,20.334473093236284,7.681242774265297,2,2.429682033001487,64.06585453886426,70.20323905300242,At-Risk
Male,Urban,Masters,Average,8,5,22.210530583840715,9.10020356669876,1,2.967115155923522,78.17381219496679,72.90294861046851,Pass
Male,Urban,Masters,Average,3,3,15.942610464323945,6.688976509842481,0,2.3482485432524816,37.712068614584254,75.78297799269,At-Risk
Male,Urban,Bachelors,Average,7,3,5.4334531453613515,6.937426379825381,3,2.296033861719353,60.909336306054335,63.28296158182749,At-Risk
Male,Urban,Bachelors,Good,7,6,14.749257145968759,4.476980152344506,0,2.286498556779504,46.40180173195791,51.03623765300735,At-Risk
Non-binary,Urban,High School,Average,9,5,17.183949470121796,6.063933434695736,3,2.3559044812076952,44.10185976000069,52.22218016282036,At-Risk
Male,Suburban,Bachelors,Excellent,6,4,9.974268726579265,7.255747982150934,1,2.4123172531628683,49.08811710670748,50.38185278797631,At-Risk
Female,Urban,Bachelors,Good,1,6,13.675106682387792,7.580801256199608,3,2.4434769252150548,39.47213439653194,65.93446609980151,At-Risk
Female,Urban,High School,Average,8,4,8.614751827019766,9.7359062099579,0,1.9377300401953657,44.36738505900196,41.5903291863901,Fail
Female,Suburban,Bachelors,Good,1,4,11.93647735321069,4.22357926563662,0,3.00782066965189,65.14271689743308,57.07059061052831,At-Risk
Female,Urban,Bachelors,Excellent,3,5,19.562332847016563,7.3441821262058165,3,3.600991612781384,100.0,76.81330388904293,Pass
Female,Rural,High School,Good,5,5,18.40081473395646,6.43564408585404,2,1.6840097331283366,38.509629249544545,33.26712831859104,Fail
Female,Rural,Masters,Average,8,3,8.023902452817794,7.113255389857423,0,2.210218918024769,48.05720043380454,57.95030027953072,At-Risk
Male,Suburban,High School,Average,9,3,11.475074261809672,7.154074376965341,2,2.167086738826959,38.24718506463268,53.51618288777673,Fail
Female,Suburban,High School,Excellent,7,5,15.285459923878703,6.7132231566246485,2,2.9276073556137705,68.9109009973295,80.73292129300417,Pass
Male,Rural,High School,Good,9,6,16.132621592739362,5.30033812279981,2,1.7082671782841499,56.24116898409852,35.449154466719776,Fail
Male,Urban,Bachelors,Good,3,3,11.68552121727028,5.021834214240752,2,2.766935278072779,84.6465721688559,66.57852449104318,Pass
Female,Urban,Bachelors,Excellent,5,4,17.382287266607964,6.60263232280526,0,2.586152478707767,61.006407889671806,78.63247965201813,At-Risk
Male,Urban,High School,Excellent,10,6,14.823588897426186,4.869073754477564,0,2.443183619898446,60.38450690179101,58.350157714862554,At-Risk
Female,Suburban,Bachelors,Excellent,8,4,2.11685116569722,6.830643581297674,2,2.6573784273801913,73.4634875475339,68.2300967136408,At-Risk
Female,Urban,High School,Poor,1,5,12.141648363616499,6.619945836791614,0,2.5450624564622197,53.371151815315095,58.37620526686485,At-Risk
Female,Suburban,Bachelors,Good,8,4,11.998871349447146,3.3249470474352,2,1.8468084211347002,49.86082435054183,44.365860989231905,Fail
Male,Rural,Bachelors,Good,7,6,18.391368501948715,9.900419614258798,2,2.876355634629529,95.57618390327167,75.71103584265566,Pass
Male,Rural,Bachelors,Good,1,5,18.48029618589024,7.115886499218879,2,2.809151028675804,77.87991439086464,75.48552389872086,Pass
Female,Suburban,Masters,Good,10,6,6.6394861453606,3.343914789738192,3,2.001720339364356,57.37518381958466,50.98804171677765,At-Risk
Male,Urban,High School,Average,10,4,17.192358784982837,7.370699398313281,1,2.7267975117841807,81.60806892921738,66.09125349467489,Pass
Non-binary,Rural,High School,Good,6,6,14.63018077299654,6.694916020972705,0,1.6862956722346385,51.19523318410863,43.19903885566601,Fail
Non-binary,Suburban,Bachelors,Good,1,5,15.632122040623685,5.023351465418994,0,2.5306563041321155,60.73821445002448,57.377379040285774,At-Risk
Female,Urban,PhD,Poor,2,4,11.930864906531347,7.463954411161389,2,2.836685137962848,59.11915235604647,69.19314622938239,At-Risk
Male,Urban,High School,Good,5,4,14.690850386161596,5.586769217215598,3,2.11214541209063,51.4686945015873,55.46235052494062,At-Risk
Male,Rural,High School,Average,2,3,20.7516341128917,7.289548943248671,3,2.387114672555915,49.9810531544292,67.57380027363013,At-Risk
Female,Suburban,High School,Average,10,3,15.560928795457125,5.947735489916244,0,2.5137874504929165,60.025900977872375,55.55255003067321,At-Risk
Male,Rural,Bachelors,Poor,1,6,14.787866471910531,5.641631323780022,2,2.5694990341793886,55.52500111301705,62.81986593507662,At-Risk
Male,Rural,High School,Good,6,3,12.603983129018918,6.976699227946872,0,1.6096968917531451,36.34371096496581,32.20176813233994,Fail
Female,Suburban,Bachelors,Good,8,3,20.26127966871982,4.566860532744298,2,2.6724945883807822,51.95910539176319,63.256822381418296,At-Risk
Female,Suburban,PhD,Good,8,3,8.596060916663948,6.876194161584825,2,2.5805823367305223,57.58142075814643,72.51859183531246,At-Risk
Female,Urban,Bachelors,Good,8,3,10.99015199108541,7.985880667019485,1,2.3963371462131104,63.96355984854497,55.616215845935805,At-Risk
Female,Urban,High School,Excellent,6,5,8.308943091073061,8.905916186103312,2,2.444204766447957,67.68449823603001,60.33715703168485,At-Risk
Male,Urban,Bachelors,Average,3,5,16.003425875250826,8.632852320991214,1,2.65472757830807,70.7776313296425,56.47384113872718,At-Risk
Female,Suburban,High School,Average,1,3,20.89873803207722,9.02999577378299,0,2.9879160040551267,70.9380768913321,70.208935142844,Pass
Non-binary,Suburban,Masters,Excellent,2,6,13.356022912152758,6.317928960655577,0,2.19106861145921,56.02494114065857,42.389768859002615,At-Risk
Male,Rural,Bachelors,Average,5,5,9.652972326125695,5.4630463727427845,3,2.228533078326423,75.15299519591187,57.94318637575402,At-Risk
Female,Urban,High School,Excellent,10,3,23.182232418524855,8.223034542405308,1,2.619999331804109,58.29250247162463,68.44473134138873,At-Risk
Female,Suburban,Bachelors,Excellent,5,5,17.256415333241996,6.2246599885176455,0,2.2693966914802775,72.7841252135833,59.43003017436117,At-Risk
Female,Suburban,Bachelors,Good,10,4,16.387620718171394,7.0093934203903325,1,2.8628576146664972,57.13284570560603,74.78025931708301,At-Risk
Female,Suburban,Bachelors,Excellent,1,5,14.04904678913499,8.12030051625307,0,2.9865254159427135,57.574760673353445,77.37284185858665,Pass
Female,Suburban,High School,Poor,1,5,18.345070859287407,10.031646655580778,1,2.6481230491132037,64.73026097403364,53.99276077938856,At-Risk
Male,Urban,Masters,Average,9,6,16.30927782139335,7.7932007651770725,1,2.6831528957001227,66.70433874160611,60.77654121897227,At-Risk
Male,Suburban,Masters,Good,2,5,12.593657858103096,7.307654473675978,2,2.3814171726164464,48.229115650399066,41.58557523621673,Fail
Female,Urban,Bachelors,Average,7,6,13.430986865935697,5.318333674014449,0,2.1214179505007893,49.74431754577457,49.32685318838687,At-Risk
Female,Urban,PhD,Excellent,10,4,9.90056599493483,8.75403313533804,3,1.9422532094022107,52.58251421514654,41.590477093211604,Fail
Female,Urban,High School,Poor,4,3,9.277174062362512,7.612964291182159,2,1.9626703317905303,39.31808153669337,48.75725326525149,Fail
Female,Suburban,Bachelors,Good,7,6,13.516739024515836,6.479287044753355,3,2.558131860211086,74.1124176763823,83.62899768994625,Pass
Female,Rural,Bachelors,Good,8,5,20.77107446145737,6.324372468790857,1,2.3707881767812284,70.52132315967404,65.52792425309443,At-Risk
Female,Suburban,Bachelors,Good,5,5,9.82918393919329,6.389706068589986,2,2.6092985163284372,77.68297977354766,77.46909851648593,Pass
Female,Suburban,Bachelors,Average,1,6,19.18185014628705,7.065947804167365,1,2.117828109317203,43.8667031748755,59.51702329730308,At-Risk
Female,Suburban,High School,Average,4,4,11.005325731716002,4.811489490294793,0,2.095716624351739,44.61424868136004,51.592315388465856,Fail
Female,Suburban,High School,Excellent,10,3,6.066984636511506,8.827034207079466,0,1.7820835920539104,42.82335904755051,44.474487904825,Fail
Female,Urban,High School,Average,3,5,17.73299879294538,8.552010095958183,3,2.687111495484366,64.45536221254876,74.09446933845561,At-Risk
Female,Urban,High School,Excellent,10,4,23.143840437873912,6.7487674726893125,0,2.4571241826903605,58.171198739035795,63.4149125502161,At-Risk
Male,Urban,Bachelors,Good,5,3,10.721324598659859,6.3930257756947615,3,2.486851334879848,69.72886384157462,59.867596959795584,At-Risk
Male,Urban,High School,Good,10,3,7.150645455499199,6.965233442822709,1,1.8850116645601345,53.242002223781995,58.53701509779403,At-Risk
Male,Urban,High School,Good,10,5,17.274573755400112,7.21984273837981,2,2.1109840444499186,44.028951134242696,56.3324432380282,At-Risk
Female,Urban,Bachelors,Average,6,6,10.384129022640025,6.549854955871873,0,2.242451584204348,44.64965994703684,44.65992177203901,Fail
Male,Urban,Bachelors,Good,2,5,17.683232892354642,8.498627589974344,1,2.901384957285198,60.14389420342865,71.09166998606153,At-Risk
Male,Rural,Masters,Excellent,7,5,20.75739797101921,4.863837743487151,2,2.482455326157675,53.270802233958975,62.46328466215071,At-Risk
Female,Urban,Bachelors,Good,3,5,16.653087478014676,5.932095745097895,1,2.7471908056658467,77.13866654397646,65.4448195959047,At-Risk
Male,Urban,High School,Excellent,1,4,19.048841541727356,8.162862987796089,3,2.5688953788609137,65.65567418824882,61.14110069261186,At-Risk
Female,Urban,Masters,Good,10,6,19.083060768173503,7.486414813718305,1,2.276110834584329,66.1612625717137,53.5645250280508,At-Risk
Male,Suburban,Bachelors,Average,3,4,19.94973356089315,5.980688124387434,3,3.000279014825285,58.006780514995334,60.72933237001614,At-Risk
Male,Urban,High School,Average,9,5,15.226053837787404,7.600702700045545,3,2.4648907783219993,64.35618049790288,45.922001596346334,At-Risk
Female,Urban,Bachelors,Excellent,10,6,18.895382136968273,5.810559332370358,0,2.7719877399172668,71.90560494933227,64.07254740950474,At-Risk
Male,Suburban,Masters,Average,6,3,15.822008730781558,6.534826253831161,3,2.418331930446875,72.46148134317457,57.254324356963465,At-Risk
Male,Urban,High School,Excellent,6,6,16.95660085967613,8.565578418313681,3,1.929466551908832,44.145739376155895,37.52229946479758,Fail
Female,Urban,High School,Excellent,4,5,30.258556599593128,8.399625365597771,1,3.1991737013502726,75.18108816245456,71.78552072866741,Pass
Female,Urban,High School,Average,8,6,16.20800261792833,7.432355136645886,3,2.102792006825487,67.63479595368977,50.544765208997035,At-Risk
Male,Urban,High School,Poor,5,3,7.511200335983169,5.4232764441201,3,2.0266287565213137,48.95558630260463,58.91418728431189,At-Risk
Female,Urban,Bachelors,Good,7,3,14.012904112411794,6.433517274857845,1,2.488016090157896,63.973109401010355,69.9227971716586,At-Risk
Male,Urban,Bachelors,Average,9,6,13.447371221788632,7.14469846421406,2,2.518067089365952,67.7146643577496,70.94223089213321,At-Risk
Male,Rural,High School,Good,5,3,13.67603199122693,9.1831320820979,0,2.4134413572457016,43.658462894083925,52.25343780811395,At-Risk
Female,Suburban,Masters,Good,5,4,19.767212131264827,4.326445849535942,1,3.0224295000800496,75.97175885919053,73.78247791911282,Pass
Female,Suburban,Bachelors,Good,4,6,20.65295698832015,5.691783929650211,3,3.207439106389921,67.73460088221536,90.0711223062799,Pass
Female,Urban,Bachelors,Good,6,3,14.471823786513015,8.692905088183263,1,2.6361116982500117,65.0264988365344,51.78526097489884,At-Risk
Female,Rural,Masters,Average,2,3,8.040628257405391,9.040250616690994,2,1.7716078483108983,41.34455864724095,40.61460652351777,Fail
Non-binary,Urban,High School,Good,3,6,15.495477875915538,6.895429394083299,1,2.335527837783186,53.32450715253489,60.16553467253169,At-Risk
Female,Urban,Bachelors,Average,1,4,12.283056289521664,9.307601111834865,1,3.220869149755579,86.78845557957655,66.88069156843443,Pass
Male,Suburban,Bachelors,Average,2,6,16.052023569856598,5.899943268367855,1,2.7924097207693928,70.78421123998287,73.24112694183988,Pass
Female,Urban,Masters,Good,2,3,14.395190539050443,4.736140893904571,1,3.290671232134129,71.657756135708,94.64272539999025,Pass
Male,Urban,Bachelors,Excellent,8,6,21.081788092005432,8.185345413518691,3,2.6179274931914827,54.49974987752,75.24486526250475,At-Risk
Male,Suburban,High School,Average,8,3,16.374040232319487,8.942057364418291,1,3.080471142931635,85.41328515432731,75.58972796241557,Pass
Male,Rural,Masters,Good,2,5,12.299041778892523,8.917043787973192,2,2.4323050422933217,60.429840575277105,67.32278629316387,At-Risk
Male,Urban,High School,Good,6,6,8.072338763080765,5.704833090681133,1,1.9144880979135075,33.62119395056003,34.13156140408748,Fail
Non-binary,Suburban,Masters,Average,5,6,14.759929180508049,7.299069794228502,1,2.394125290479083,55.68817515138214,62.079955111952536,At-Risk
Female,Rural,PhD,Average,3,3,14.777813230268901,8.259727070440064,3,2.646279483842838,64.58249780391111,63.71959240123254,At-Risk
Female,Urban,High School,Excellent,5,3,13.687696256481672,7.451466569847542,3,1.949850197525723,36.40703605353538,47.55077414273397,Fail
Male,Urban,Bachelors,Good,5,3,18.87661875701783,9.169535063719215,1,2.6750104454014516,60.50603875284074,67.70590135526564,At-Risk
Male,Urban,High School,Good,5,3,8.086107544812112,6.392431214198085,3,2.103805828872427,61.77369125426186,55.696200617844596,At-Risk
Male,Urban,Bachelors,Good,3,6,11.187279682302103,6.894076284517737,3,1.8794251300452873,71.88191085499608,35.368912402222264,Fail
Male,Urban,Bachelors,Poor,3,3,15.264587997430674,7.354285692258246,1,2.699619857614044,70.5171190396839,59.64683837776511,At-Risk
Female,Rural,Bachelors,Good,4,6,12.202458905225129,8.248831208854302,3,2.8174424664819555,56.887349525727544,68.3859712061206,At-Risk
Female,Suburban,Masters,Good,7,4,13.216453809117933,6.708310403197296,0,2.554716460455373,61.691327359059095,49.63862254850038,At-Risk
Female,Suburban,Bachelors,Good,2,6,14.698743160679133,8.391151215900113,0,2.6034204728387724,66.30581100266025,66.18350704403119,At-Risk
Male,Urban,Bachelors,Average,10,3,18.429824667068136,9.40693706208242,0,2.4397115443071087,68.85622511418144,67.65453456722213,At-Risk
Female,Rural,Masters,Poor,4,3,14.49713173225136,6.222893271397494,3,2.404073283942747,68.20175348989218,71.23897470859927,At-Risk
Female,Rural,PhD,Average,4,4,5.151577718240919,6.753010930435145,0,1.8213354793931722,59.17591488824706,46.3047440275833,Fail
Female,Rural,High School,Excellent,1,6,11.986014954911433,8.45163938766423,2,2.3921951416864378,59.789370572349114,74.89595861136065,At-Risk
Female,Urban,PhD,Good,10,4,17.478921376500395,9.891292561205614,0,2.4059041791139655,60.324389496217904,59.86725460249101,At-Risk
Male,Suburban,High School,Good,8,6,18.813368193832773,7.953938928071681,2,2.1296276236194185,34.361321174570755,43.18638428238043,Fail
Male,Urban,Masters,Poor,1,3,19.089289390880523,5.820645594948678,3,3.2626138805904494,71.43755547555588,81.11771612631037,Pass
Male,Urban,High School,Poor,8,6,20.505888349810313,7.297258404584676,0,2.6857351769531723,53.52086161146997,65.49799644802816,At-Risk
Female,Urban,High School,Good,7,3,15.592186385449944,8.440290027648237,2,1.8198568997770723,37.09000698919771,49.62568358781684,Fail
Male,Suburban,Bachelors,Good,9,3,16.315824904348233,5.78114714894069,3,2.301667112857555,46.02295900419541,59.70668596883981,At-Risk
